contract_version,lesson_id,translation_id,rule_id,target,tsis_artifact_candidate,action_type,priority,blocking_power,consumer_scope,implementation_hint,requires_human_review,source_anchor_refs,notes
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0011,sersan_practice_15_revised_rule_0011,TSIS_VOLATILITY_FLOOR_LEVERAGE_GATE,volatility_floor_stress_gate,gate,critical,blocking,AlphaEvolve,Compare low-vol-to-high-vol behavior with explicit floors.,true,sersan_practice_15_revised_rule_0011,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0012,sersan_practice_15_revised_rule_0012,TSIS_RISK_TO_DOLLARS_CONVERSION_CHECK,risk_nominal_conversion_validator,validator,critical,blocking,Backtest Harness,Validate normalized risk to price and BigPointValue conversion.,true,sersan_practice_15_revised_rule_0012,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0013,sersan_practice_15_revised_rule_0013,TSIS_ROUND_DOWN_POSITION_SIZE_RULE,position_size_rounding_validator,validator,critical,blocking,Execution/Backtest,"Check truncation, lot size, Min_Size and Max_Size.",true,sersan_practice_15_revised_rule_0013,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0014,sersan_practice_15_revised_rule_0014,TSIS_MM_AGGRESSIVENESS_DECLARATION,money_management_aggressiveness_manifest,artifact,high,warning,Portfolio Harness,"Record f, risk formula and caps for each run.",true,sersan_practice_15_revised_rule_0014,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0015,sersan_practice_15_revised_rule_0015,TSIS_MM_OPTIMIZATION_DRAWDOWN_CONSTRAINT,position_sizing_optimizer_gate,gate,critical,blocking,AlphaEvolve,Require drawdown cap and optimization objective in sizing searches.,true,sersan_practice_15_revised_rule_0015,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0016,sersan_practice_15_revised_rule_0016,TSIS_EXPONENTIAL_CURVE_DD_REVIEW_GATE,equity_curve_visual_deception_gate,gate,critical,blocking,Portfolio Harness,"Require max DD, max loss, streaks and zoom review.",true,sersan_practice_15_revised_rule_0016,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0017,sersan_practice_15_revised_rule_0017,TSIS_KELLY_RESEARCH_ONLY_POLICY,kelly_usage_policy,policy,critical,blocking,Portfolio Harness,Treat Kelly as comparison unless production gates pass.,true,sersan_practice_15_revised_rule_0017,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0018,sersan_practice_15_revised_rule_0018,TSIS_LOSING_STREAK_MM_STRESS_CHECK,losing_streak_stress_report,metric,high,warning,Backtest/Portfolio,Stress max consecutive losses and clustered drawdowns.,true,sersan_practice_15_revised_rule_0018,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0019,sersan_practice_15_revised_rule_0019,TSIS_PORTFOLIO_LEVEL_MM_EVALUATION,portfolio_family_mm_report,artifact,critical,blocking,Portfolio Harness,"Evaluate sizing by side, family and portfolio contribution.",true,sersan_practice_15_revised_rule_0019,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0020,sersan_practice_15_revised_rule_0020,TSIS_MM_METHOD_EQUAL_DD_COMPARISON,sizing_method_comparison_table,artifact,high,warning,Portfolio Harness,Compare methods under common drawdown/risk budget.,true,sersan_practice_15_revised_rule_0020,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0021,sersan_practice_15_revised_rule_0021,TSIS_WITH_WITHOUT_VOL_FLOOR_COMPARISON,volatility_floor_ablation_report,artifact,critical,blocking,AlphaEvolve,Require ablation for contract oscillation and shocks.,true,sersan_practice_15_revised_rule_0021,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0022,sersan_practice_15_revised_rule_0022,TSIS_MM_TOOL_RESOURCE_BLOCKER_PROTOCOL,tool_resource_blocker_log,protocol,medium,warning,Harness Kernel,Record incomplete MSA/Maestro runs as blockers.,false,sersan_practice_15_revised_rule_0022,Candidate mapping; requires doctrine review before implementation.
sersan_tsis_translation_map_v0_1,sersan_practice_15_revised,sersan_practice_15_revised_tr_0023,sersan_practice_15_revised_rule_0023,TSIS_ALPHAEVOLVE_MM_EVALUATOR_GATE,alphaevolve_mm_evaluator_suite,gate,critical,blocking,AlphaEvolve,Only rank generated strategies after MM and portfolio gates pass.,true,sersan_practice_15_revised_rule_0023,Candidate mapping; requires doctrine review before implementation.
