contract_version,lesson_id,image_ref_index,image_id,section_id,source_line,source_syntax,source_ref_original,source_ref_decoded,resolved_path,resolution_status,sha256,visual_type,contains_numbers,contains_chart,doctrine_relevance,requires_human_review,technical_reading_ref,notes
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,13,sersan_practice_15_revised_img_013,sersan_practice_15_revised_sec_0008,1069,html_img,../img/013.png,../img/013.png,02_workshops/25-practice-15/img/013.png,resolved_lesson_fallback,sha256:68ca5ea1eed4027f88869a1a21f8cea1a0f8b4c2998808cfe09e463d89b1078d,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,14,sersan_practice_15_revised_img_014,sersan_practice_15_revised_sec_0008,1077,html_img,../img/014.png,../img/014.png,02_workshops/25-practice-15/img/014.png,resolved_lesson_fallback,sha256:f9688568792d948eb6c149c3018a79f7b439bb3f8702a9c59a8b49c785edbd29,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,15,sersan_practice_15_revised_img_015,sersan_practice_15_revised_sec_0008,1081,html_img,../img/015.png,../img/015.png,02_workshops/25-practice-15/img/015.png,resolved_lesson_fallback,sha256:b7f38301c113d162cfb2baf2ee2d9db54e7e0eaa98855f351447c70cfaffdda8,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,16,sersan_practice_15_revised_img_016,sersan_practice_15_revised_sec_0008,1088,html_img,../img/016.png,../img/016.png,02_workshops/25-practice-15/img/016.png,resolved_lesson_fallback,sha256:178300bc423406310ed5b7b0466d5b752159ecf22c5a1456c78549bec824d856,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,17,sersan_practice_15_revised_img_019,sersan_practice_15_revised_sec_0009,1119,html_img,../img/019.png,../img/019.png,02_workshops/25-practice-15/img/019.png,resolved_lesson_fallback,sha256:69f5f63cf54d4f2ea9d9eb6d884599c523aff08e13016cd9facedfeb90059e5c,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,18,sersan_practice_15_revised_img_020,sersan_practice_15_revised_sec_0009,1134,html_img,../img/020.png,../img/020.png,02_workshops/25-practice-15/img/020.png,resolved_lesson_fallback,sha256:6315c253bc6bf2283f544bc0afdd74b11b14cb19729d097d54565371e25fe0ae,slide,false,false,high,true,image_evidence_notes/sersan_practice_15_revised_img_020.md,Portada conceptual de Fixed Fractional y fuente de Ralph Vince.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,19,sersan_practice_15_revised_img_021,sersan_practice_15_revised_sec_0009,1141,html_img,../img/021.png,../img/021.png,02_workshops/25-practice-15/img/021.png,resolved_lesson_fallback,sha256:11a7c3275edb18af301b787f45e2866848a20dc0cf34e74062f8d5338f9ff0ef,slide,false,false,high,true,image_evidence_notes/sersan_practice_15_revised_img_021.md,Define que la proporcion fija de capital debe ligarse al riesgo de cada trade.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,20,sersan_practice_15_revised_img_022,sersan_practice_15_revised_sec_0009,1148,html_img,../img/022.png,../img/022.png,02_workshops/25-practice-15/img/022.png,resolved_lesson_fallback,sha256:9b2399e8823d871cd54dd4394155f34010962480860f416e910c1d8dc8e36cd7,formula_slide,true,false,critical,true,image_evidence_notes/sersan_practice_15_revised_img_022.md,Formula N = f * Equity / Trade Risk.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,21,sersan_practice_15_revised_img_023,sersan_practice_15_revised_sec_0009,1170,html_img,../img/023.png,../img/023.png,02_workshops/25-practice-15/img/023.png,resolved_lesson_fallback,sha256:2f4a22e0253b105a702752641743012f131d34025fc7c94c7e223459acfcae70,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,22,sersan_practice_15_revised_img_024,sersan_practice_15_revised_sec_0009,1174,html_img,../img/024.png,../img/024.png,02_workshops/25-practice-15/img/024.png,resolved_lesson_fallback,sha256:32a7c643c7ca7821d4141d8f26c029ee2dd7a60250eeed44e1e1b15f38bb0306,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,23,sersan_practice_15_revised_img_025,sersan_practice_15_revised_sec_0010,1185,html_img,../img/025.png,../img/025.png,02_workshops/25-practice-15/img/025.png,resolved_lesson_fallback,sha256:90d49c86b9b6f7dffcc642b69e32241cc7e80b47194f04399ae1c4a1c799dafc,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,24,sersan_practice_15_revised_img_026,sersan_practice_15_revised_sec_0010,1189,html_img,../img/026.png,../img/026.png,02_workshops/25-practice-15/img/026.png,resolved_lesson_fallback,sha256:b38cf71a83d4e99b1bdf6b53362df08a90a0890d258de9acb5546bdb8b53665b,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,25,sersan_practice_15_revised_img_030,sersan_practice_15_revised_sec_0010,1196,html_img,../img/030.png,../img/030.png,02_workshops/25-practice-15/img/030.png,resolved_lesson_fallback,sha256:8cb74dd6b6c0b1bb823c9e0a2dcbc2f4fb39bf5c41481a07cc9ca2df31197183,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,26,sersan_practice_15_revised_img_029,sersan_practice_15_revised_sec_0010,1200,html_img,../img/029.png,../img/029.png,02_workshops/25-practice-15/img/029.png,resolved_lesson_fallback,sha256:4c4cf0fd3ca431dc2444ef7c6c6db75cf4c32447ab45c4ef59cbf12e7f4e6825,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,27,sersan_practice_15_revised_img_031,sersan_practice_15_revised_sec_0010,1204,html_img,../img/031.png,../img/031.png,02_workshops/25-practice-15/img/031.png,resolved_lesson_fallback,sha256:81ff54fc5c508229901f0594629ac484b6dec37a84b0b1f5a022f7ebad67c054,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,28,sersan_practice_15_revised_img_031_ref_02,sersan_practice_15_revised_sec_0010,1211,html_img,../img/031.png,../img/031.png,02_workshops/25-practice-15/img/031.png,resolved_lesson_fallback,sha256:81ff54fc5c508229901f0594629ac484b6dec37a84b0b1f5a022f7ebad67c054,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,29,sersan_practice_15_revised_img_032,sersan_practice_15_revised_sec_0010,1218,html_img,../img/032.png,../img/032.png,02_workshops/25-practice-15/img/032.png,resolved_lesson_fallback,sha256:adb41e6465c62a38c7916012ffe906ba704fb035ad97df1ee9a0a91d09b19d0a,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,30,sersan_practice_15_revised_img_033,sersan_practice_15_revised_sec_0010,1233,html_img,../img/033.png,../img/033.png,02_workshops/25-practice-15/img/033.png,resolved_lesson_fallback,sha256:fa9b8881d6a185407473133bc17e3e322e831885379f03ecdccb6d589a58ced7,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,31,sersan_practice_15_revised_img_034,sersan_practice_15_revised_sec_0011,1345,html_img,../img/034.png,../img/034.png,02_workshops/25-practice-15/img/034.png,resolved_lesson_fallback,sha256:96bca3e3a5a66691106838d5e940ebfaaa3704fa62d52981b4a00b60a237aff9,volatility_chart,true,true,critical,true,image_evidence_notes/sersan_practice_15_revised_img_034.md,Compara ATR en puntos contra Average Normalized True Range porcentual.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,32,sersan_practice_15_revised_img_035,sersan_practice_15_revised_sec_0011,1372,html_img,../img/035.png,../img/035.png,02_workshops/25-practice-15/img/035.png,resolved_lesson_fallback,sha256:d123ba640486a36365d223179254916d3a3c78ebda6776d1112483f3bec0b5e6,volatility_chart,false,true,high,true,image_evidence_notes/sersan_practice_15_revised_img_035.md,Muestra el concepto de linea/floor sobre ATR normalizado.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,33,sersan_practice_15_revised_img_036,sersan_practice_15_revised_sec_0011,1381,html_img,../img/036.png,../img/036.png,02_workshops/25-practice-15/img/036.png,resolved_lesson_fallback,sha256:4aabae2a838ec7fa459d665578b36dccee08d810635a20ef25be8001b2b0cdbf,volatility_chart,false,true,high,true,image_evidence_notes/sersan_practice_15_revised_img_036.md,Senala expansiones de volatilidad tras zonas bajas.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,34,sersan_practice_15_revised_img_037,sersan_practice_15_revised_sec_0011,1406,html_img,../img/037.png,../img/037.png,02_workshops/25-practice-15/img/037.png,resolved_lesson_fallback,sha256:6ad4e16d920dadcfc51559fa19346869ada8f9ba88d8151cb897d2a27da044b3,platform_dialog,true,false,medium,false,image_evidence_notes/sersan_practice_15_revised_img_037.md,Dialogo para fijar linea horizontal de referencia en 1.50 sobre ATR normalizado.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,35,sersan_practice_15_revised_img_038,sersan_practice_15_revised_sec_0011,1417,html_img,../img/038.png,../img/038.png,02_workshops/25-practice-15/img/038.png,resolved_lesson_fallback,sha256:268c746c8d36953b4172305be3cdda0ab11ea2b58caa9ca8ebf85c85ace42654,volatility_chart,false,true,high,true,image_evidence_notes/sersan_practice_15_revised_img_038.md,Compara ATR normalizado y ATR en puntos durante el shock 2020.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,36,sersan_practice_15_revised_img_039,sersan_practice_15_revised_sec_0011,1430,html_img,../img/039.png,../img/039.png,02_workshops/25-practice-15/img/039.png,resolved_lesson_fallback,sha256:27131b9acf20727ea7ee487a6ceab8124a4334e1fd1e2b0cb741a1e9af1a21da,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,37,sersan_practice_15_revised_img_040,sersan_practice_15_revised_sec_0011,1437,html_img,../img/040.png,../img/040.png,02_workshops/25-practice-15/img/040.png,resolved_lesson_fallback,sha256:84b5daf57943a004ba21acda916b2a585614cff712c2f8febc9e29e43898f2f0,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,38,sersan_practice_15_revised_img_041,sersan_practice_15_revised_sec_0012,1456,html_img,../img/041.png,../img/041.png,02_workshops/25-practice-15/img/041.png,resolved_lesson_fallback,sha256:9757fb1767f103206028b6797b0a56318dfc51e4c5161aee177d3f277273f5ed,trade_chart,false,true,high,true,image_evidence_notes/sersan_practice_15_revised_img_041.md,Tramo de baja volatilidad donde el sizing podria quedar demasiado alto.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,39,sersan_practice_15_revised_img_042,sersan_practice_15_revised_sec_0012,1577,html_img,../img/042.png,../img/042.png,02_workshops/25-practice-15/img/042.png,resolved_lesson_fallback,sha256:254dbd31e5f5bc1e82d56b033935a41b3fe19f0fe5ce3b3e1b55a256db78b4bc,code,true,false,high,true,image_evidence_notes/sersan_practice_15_revised_img_042.md,"Inputs reales: Start_Equity, MMVar, Min_Size, Max_Size, RoundTo y Filt_ATR 1.75."
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,40,sersan_practice_15_revised_img_043,sersan_practice_15_revised_sec_0013,1626,html_img,../img/043.png,../img/043.png,02_workshops/25-practice-15/img/043.png,resolved_lesson_fallback,sha256:cd57c730004ebb40425f7437663e33d310ab120c559a296dd006b25f7055c7d3,code,true,false,critical,true,image_evidence_notes/sersan_practice_15_revised_img_043.md,Risk = Ajuste / 100 * typicalprice * BigPointValue; alternativa nominal comentada.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,41,sersan_practice_15_revised_img_044,sersan_practice_15_revised_sec_0013,1659,html_img,../img/044.png,../img/044.png,02_workshops/25-practice-15/img/044.png,resolved_lesson_fallback,sha256:caeacd49cca1faa4057706c8abf4b4e493c23988e74111dfe18118f2e26bb8dd,code,true,false,critical,true,image_evidence_notes/sersan_practice_15_revised_img_044.md,Formula de Trade_Long/Trade_Shrt y redondeo con IntPortion.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,42,sersan_practice_15_revised_img_045,sersan_practice_15_revised_sec_0013,1674,html_img,../img/045.png,../img/045.png,02_workshops/25-practice-15/img/045.png,resolved_lesson_fallback,sha256:f2aa23425346bd47e3cbaa6898a094dd60a782b6b74813db70cfe2dc3a0ca7cd,code,true,false,critical,true,image_evidence_notes/sersan_practice_15_revised_img_045.md,"Bloque de IntPortion, MaxList y MinList."
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,43,sersan_practice_15_revised_img_046,sersan_practice_15_revised_sec_0013,1681,html_img,../img/046.png,../img/046.png,02_workshops/25-practice-15/img/046.png,resolved_lesson_fallback,sha256:8a415b0302b6f1ab9965ee738693d783167f53fbede16944503bbece3e66c8ad,documentation,true,false,high,true,image_evidence_notes/sersan_practice_15_revised_img_046.md,Ayuda de TradeStation sobre IntPortion: 4.5 devuelve 4.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,44,sersan_practice_15_revised_img_057,sersan_practice_15_revised_sec_0013,1749,html_img,../img/057.png,../img/057.png,02_workshops/25-practice-15/img/057.png,resolved_lesson_fallback,sha256:73a1a44da89dde2b60665367640751db2a6b5cfdf1464eefe0df954db1b74ea7,formula_slide,true,false,critical,true,image_evidence_notes/sersan_practice_15_revised_img_057.md,Repite la formula Fixed Fractional y define f como agresividad/conservadurismo.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,45,sersan_practice_15_revised_img_058,sersan_practice_15_revised_sec_0014,1785,html_img,../img/058.png,../img/058.png,02_workshops/25-practice-15/img/058.png,resolved_lesson_fallback,sha256:5f75aeb9947b4c8b6adc6b722d18f9db5dc7aacf36f672bad2e945863a8645b5,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,46,sersan_practice_15_revised_img_059,sersan_practice_15_revised_sec_0014,1794,html_img,../img/059.png,../img/059.png,02_workshops/25-practice-15/img/059.png,resolved_lesson_fallback,sha256:a3253474e04ee427eaa7ff6c10b211fb06a53d35fd24d6235ac2c49bd2ccc4c8,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,47,sersan_practice_15_revised_img_062,sersan_practice_15_revised_sec_0014,1862,html_img,../img/062.png,../img/062.png,02_workshops/25-practice-15/img/062.png,resolved_lesson_fallback,sha256:9666a52f5dacf95719e5b147c3b407ef401315d16f4d09e0912dc1fd54d51a5f,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,48,sersan_practice_15_revised_img_064,sersan_practice_15_revised_sec_0014,1869,html_img,../img/064.png,../img/064.png,02_workshops/25-practice-15/img/064.png,resolved_lesson_fallback,sha256:864e1162079d642eafbdaa138638c1b498732ebab298f5a3d4174664c5e5614d,trade_chart,false,true,medium,false,image_evidence_notes/sersan_practice_15_revised_img_064.md,Contrato variable con Average Normalized True Range historico.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,49,sersan_practice_15_revised_img_065,sersan_practice_15_revised_sec_0014,1882,html_img,../img/065.png,../img/065.png,02_workshops/25-practice-15/img/065.png,resolved_lesson_fallback,sha256:0f9f3f2f428580aabc78964ab0ee8ff7b121e681a3f2f820ea58d39ca192f1d9,trade_chart,false,true,medium,false,image_evidence_notes/sersan_practice_15_revised_img_065.md,Bandas/floors de volatilidad sobre NATR.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,50,sersan_practice_15_revised_img_066,sersan_practice_15_revised_sec_0014,1891,html_img,../img/066.png,../img/066.png,02_workshops/25-practice-15/img/066.png,resolved_lesson_fallback,sha256:247294c50129996db0359303852c38425d977e035c7262ff06329c5ce871778b,trade_chart,false,true,high,true,image_evidence_notes/sersan_practice_15_revised_img_066.md,Red boxes senalan tamanos de contratos bajo diferentes regimenes.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,51,sersan_practice_15_revised_img_067,sersan_practice_15_revised_sec_0014,1913,html_img,../img/067.png,../img/067.png,02_workshops/25-practice-15/img/067.png,resolved_lesson_fallback,sha256:fca051f7c94bc85e53bc84b0924b72f5138f1a9a664bee4144c076507f925a9d,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,52,sersan_practice_15_revised_img_068,sersan_practice_15_revised_sec_0014,1917,html_img,../img/068.png,../img/068.png,02_workshops/25-practice-15/img/068.png,resolved_lesson_fallback,sha256:0fdac927e2a7fd1ffe6d73b79e8284c1b99b92c5b3021f61e68ff1f86425bc8a,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,53,sersan_practice_15_revised_img_073,sersan_practice_15_revised_sec_0014,1930,html_img,../img/073.png,../img/073.png,02_workshops/25-practice-15/img/073.png,resolved_lesson_fallback,sha256:9540f9fa13ea04565bcea53bc72999cabdbe56a776641368128bfc47904f5984,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,54,sersan_practice_15_revised_img_074,sersan_practice_15_revised_sec_0014,1934,html_img,../img/074.png,../img/074.png,02_workshops/25-practice-15/img/074.png,resolved_lesson_fallback,sha256:0905a22c9795ca38c5959a7575ebb1b7da5183df15c071a88d8201ad96ec0d60,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,55,sersan_practice_15_revised_img_070,sersan_practice_15_revised_sec_0014,1943,html_img,../img/070.png,../img/070.png,02_workshops/25-practice-15/img/070.png,resolved_lesson_fallback,sha256:fa6069e2dfab41bb37bd778687d76391d63fa00bbafa92d3d81e77f762825c0b,performance_chart,true,true,high,true,image_evidence_notes/sersan_practice_15_revised_img_070.md,Performance TradeStation con net profit 13.8M y profit factor 2.19 bajo una configuracion de floor.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,56,sersan_practice_15_revised_img_075,sersan_practice_15_revised_sec_0014,1950,html_img,../img/075.png,../img/075.png,02_workshops/25-practice-15/img/075.png,resolved_lesson_fallback,sha256:4dc654ca381b0e1893c25f4bd24ef750b5b6ad8842f57bc6bf3b865d2faae5b1,platform_dialog,true,false,medium,false,image_evidence_notes/sersan_practice_15_revised_img_075.md,Propiedades de estrategia con inputs completos.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,57,sersan_practice_15_revised_img_071,sersan_practice_15_revised_sec_0014,1957,html_img,../img/071.png,../img/071.png,02_workshops/25-practice-15/img/071.png,resolved_lesson_fallback,sha256:76e69e5f1d92bca731fff90ac72c6f1a9b8cc5c9e4f8114a1fde76eaa9b5f9d0,performance_chart,true,true,high,true,image_evidence_notes/sersan_practice_15_revised_img_071.md,Performance con net profit 20.5M pero perdidas mayores y tamanos mas agresivos.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,58,sersan_practice_15_revised_img_076,sersan_practice_15_revised_sec_0014,1961,html_img,../img/076.png,../img/076.png,02_workshops/25-practice-15/img/076.png,resolved_lesson_fallback,sha256:57012721530483b8f05b88d4fd5eba0e15eb21b419da9fa25105342cf18cb413,performance_chart,true,true,medium,false,image_evidence_notes/sersan_practice_15_revised_img_076.md,Zoom sobre low-vol con performance summary.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,59,sersan_practice_15_revised_img_077,sersan_practice_15_revised_sec_0014,1971,html_img,../img/077.png,../img/077.png,02_workshops/25-practice-15/img/077.png,resolved_lesson_fallback,sha256:c32a36343d7061eb5c894e8c7b6b933f0fc3b98727ab940fe824bf972c45bc92,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,60,sersan_practice_15_revised_img_078,sersan_practice_15_revised_sec_0014,1978,html_img,../img/078.png,../img/078.png,02_workshops/25-practice-15/img/078.png,resolved_lesson_fallback,sha256:9fbf4a3595802d307ab3d8c875bfadbc3415e7b49fba809e9c2e6557819cdc04,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,61,sersan_practice_15_revised_img_079,sersan_practice_15_revised_sec_0014,1982,html_img,../img/079.png,../img/079.png,02_workshops/25-practice-15/img/079.png,resolved_lesson_fallback,sha256:26c129134384977dc5d212b3d9ef9a8bf25e043f8d28c0ae099860cf94935285,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,62,sersan_practice_15_revised_img_080,sersan_practice_15_revised_sec_0014,1993,html_img,../img/080.png,../img/080.png,02_workshops/25-practice-15/img/080.png,resolved_lesson_fallback,sha256:048f4296cb0d1013eb1b25384d1d6bb72d1ce84460b7b4eae0cebccb65a122b3,trade_chart,false,true,medium,false,image_evidence_notes/sersan_practice_15_revised_img_080.md,Tooltip de contrato alrededor de septiembre 2021 con NATR cercano al floor.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,63,sersan_practice_15_revised_img_081,sersan_practice_15_revised_sec_0014,2002,html_img,../img/081.png,../img/081.png,02_workshops/25-practice-15/img/081.png,resolved_lesson_fallback,sha256:24584dfdf24001e098a249a09692b28e08b30ed23dbfd81249283edbf385035e,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
sersan_image_evidence_index_v0_1,sersan_practice_15_revised,64,sersan_practice_15_revised_img_082,sersan_practice_15_revised_sec_0014,2007,html_img,../img/082.png,../img/082.png,02_workshops/25-practice-15/img/082.png,resolved_lesson_fallback,sha256:661d32f4683f8e3a33f41d5031cd8cc448fd52d5164e51e7dde4023af92ca7a3,unclassified,false,false,low,false,,Indexed only; low doctrine relevance for this pilot.
