contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0001,../02_workshops/18-practice-08/img/107.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/107.png,resolved_direct,sersan_practice_08_orb_sec_0002,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0001.md,image_evidence_notes/sersan_practice_08_orb_img_0001.md,medium,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0012,../02_workshops/18-practice-08/img/010.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/010.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0012.md,image_evidence_notes/sersan_practice_08_orb_img_0012.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0013,../02_workshops/18-practice-08/img/014.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/014.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0013.md,image_evidence_notes/sersan_practice_08_orb_img_0013.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0014,../02_workshops/18-practice-08/img/015.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/015.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0014.md,image_evidence_notes/sersan_practice_08_orb_img_0014.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0015,../02_workshops/18-practice-08/img/016.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/016.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0015.md,image_evidence_notes/sersan_practice_08_orb_img_0015.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0016,../02_workshops/18-practice-08/img/017.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/017.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0016.md,image_evidence_notes/sersan_practice_08_orb_img_0016.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0017,../02_workshops/18-practice-08/img/018.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/018.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0017.md,image_evidence_notes/sersan_practice_08_orb_img_0017.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0018,../02_workshops/18-practice-08/img/019.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/019.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0018.md,image_evidence_notes/sersan_practice_08_orb_img_0018.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0019,../02_workshops/18-practice-08/img/020.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/020.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0019.md,image_evidence_notes/sersan_practice_08_orb_img_0019.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0020,../02_workshops/18-practice-08/img/022.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/022.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0020.md,image_evidence_notes/sersan_practice_08_orb_img_0020.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0021,../02_workshops/18-practice-08/img/023.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/023.png,resolved_direct,sersan_practice_08_orb_sec_0003,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0021.md,image_evidence_notes/sersan_practice_08_orb_img_0021.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0022,../02_workshops/18-practice-08/img/024.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/024.png,resolved_direct,sersan_practice_08_orb_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0022.md,image_evidence_notes/sersan_practice_08_orb_img_0022.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0023,../02_workshops/18-practice-08/img/025.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/025.png,resolved_direct,sersan_practice_08_orb_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0023.md,image_evidence_notes/sersan_practice_08_orb_img_0023.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0024,../02_workshops/18-practice-08/img/026.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/026.png,resolved_direct,sersan_practice_08_orb_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0024.md,image_evidence_notes/sersan_practice_08_orb_img_0024.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0025,../02_workshops/18-practice-08/img/027.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/027.png,resolved_direct,sersan_practice_08_orb_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0025.md,image_evidence_notes/sersan_practice_08_orb_img_0025.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0026,../02_workshops/18-practice-08/img/028.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/028.png,resolved_direct,sersan_practice_08_orb_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0026.md,image_evidence_notes/sersan_practice_08_orb_img_0026.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0027,../02_workshops/18-practice-08/img/029.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/029.png,resolved_direct,sersan_practice_08_orb_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0027.md,image_evidence_notes/sersan_practice_08_orb_img_0027.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0028,../02_workshops/18-practice-08/img/030.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/030.png,resolved_direct,sersan_practice_08_orb_sec_0005,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0028.md,image_evidence_notes/sersan_practice_08_orb_img_0028.md,medium,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0029,../02_workshops/18-practice-08/img/031.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/031.png,resolved_direct,sersan_practice_08_orb_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0029.md,image_evidence_notes/sersan_practice_08_orb_img_0029.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0030,../02_workshops/18-practice-08/img/033.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/033.png,resolved_direct,sersan_practice_08_orb_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0030.md,image_evidence_notes/sersan_practice_08_orb_img_0030.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0031,../02_workshops/18-practice-08/img/037.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/037.png,resolved_direct,sersan_practice_08_orb_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0031.md,image_evidence_notes/sersan_practice_08_orb_img_0031.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0032,../02_workshops/18-practice-08/img/034.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/034.png,resolved_direct,sersan_practice_08_orb_sec_0006,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0032.md,image_evidence_notes/sersan_practice_08_orb_img_0032.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0033,../02_workshops/18-practice-08/img/035.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/035.png,resolved_direct,sersan_practice_08_orb_sec_0007,unknown,true,false,false,false,image_evidence_notes/sersan_practice_08_orb_img_0033.md,image_evidence_notes/sersan_practice_08_orb_img_0033.md,low,false,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0034,../02_workshops/18-practice-08/img/036.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/036.png,resolved_direct,sersan_practice_08_orb_sec_0008,unknown,true,false,false,false,image_evidence_notes/sersan_practice_08_orb_img_0034.md,image_evidence_notes/sersan_practice_08_orb_img_0034.md,low,false,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0035,../02_workshops/18-practice-08/img/037.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/037.png,resolved_direct,sersan_practice_08_orb_sec_0008,unknown,true,false,false,false,image_evidence_notes/sersan_practice_08_orb_img_0035.md,image_evidence_notes/sersan_practice_08_orb_img_0035.md,low,false,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0036,../02_workshops/18-practice-08/img/038.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/038.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0036.md,image_evidence_notes/sersan_practice_08_orb_img_0036.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0037,../02_workshops/18-practice-08/img/039.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/039.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0037.md,image_evidence_notes/sersan_practice_08_orb_img_0037.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0038,../02_workshops/18-practice-08/img/040.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/040.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0038.md,image_evidence_notes/sersan_practice_08_orb_img_0038.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0039,../02_workshops/18-practice-08/img/041.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/041.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0039.md,image_evidence_notes/sersan_practice_08_orb_img_0039.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0040,../02_workshops/18-practice-08/img/042.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/042.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0040.md,image_evidence_notes/sersan_practice_08_orb_img_0040.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0041,../02_workshops/18-practice-08/img/043.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/043.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0041.md,image_evidence_notes/sersan_practice_08_orb_img_0041.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0042,../02_workshops/18-practice-08/img/044.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/044.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0042.md,image_evidence_notes/sersan_practice_08_orb_img_0042.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0043,../02_workshops/18-practice-08/img/045.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/045.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0043.md,image_evidence_notes/sersan_practice_08_orb_img_0043.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0044,../02_workshops/18-practice-08/img/046.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/046.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0044.md,image_evidence_notes/sersan_practice_08_orb_img_0044.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0045,../02_workshops/18-practice-08/img/047.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/047.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0045.md,image_evidence_notes/sersan_practice_08_orb_img_0045.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0046,../02_workshops/18-practice-08/img/048.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/048.png,resolved_direct,sersan_practice_08_orb_sec_0009,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0046.md,image_evidence_notes/sersan_practice_08_orb_img_0046.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0047,../02_workshops/18-practice-08/img/049.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/049.png,resolved_direct,sersan_practice_08_orb_sec_0010,excel_parameter_grid,true,false,false,false,image_evidence_notes/sersan_practice_08_orb_img_0047.md,image_evidence_notes/sersan_practice_08_orb_img_0047.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0048,../02_workshops/18-practice-08/img/050.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/050.png,resolved_direct,sersan_practice_08_orb_sec_0010,excel_parameter_grid,true,false,false,false,image_evidence_notes/sersan_practice_08_orb_img_0048.md,image_evidence_notes/sersan_practice_08_orb_img_0048.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0049,../02_workshops/18-practice-08/img/052.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/052.png,resolved_direct,sersan_practice_08_orb_sec_0010,excel_parameter_grid,true,false,false,false,image_evidence_notes/sersan_practice_08_orb_img_0049.md,image_evidence_notes/sersan_practice_08_orb_img_0049.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0050,../02_workshops/18-practice-08/img/054.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/054.png,resolved_direct,sersan_practice_08_orb_sec_0011,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0050.md,image_evidence_notes/sersan_practice_08_orb_img_0050.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0051,../02_workshops/18-practice-08/img/055.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/055.png,resolved_direct,sersan_practice_08_orb_sec_0011,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_08_orb_img_0051.md,image_evidence_notes/sersan_practice_08_orb_img_0051.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0052,../02_workshops/18-practice-08/img/056.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/056.png,resolved_direct,sersan_practice_08_orb_sec_0012,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0052.md,image_evidence_notes/sersan_practice_08_orb_img_0052.md,medium,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0053,../02_workshops/18-practice-08/img/059.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/059.png,resolved_direct,sersan_practice_08_orb_sec_0012,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0053.md,image_evidence_notes/sersan_practice_08_orb_img_0053.md,medium,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0054,../02_workshops/18-practice-08/img/060.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/060.png,resolved_direct,sersan_practice_08_orb_sec_0012,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0054.md,image_evidence_notes/sersan_practice_08_orb_img_0054.md,medium,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0055,../02_workshops/18-practice-08/img/057.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/057.png,resolved_direct,sersan_practice_08_orb_sec_0012,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0055.md,image_evidence_notes/sersan_practice_08_orb_img_0055.md,medium,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0056,../02_workshops/18-practice-08/img/061.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/061.png,resolved_direct,sersan_practice_08_orb_sec_0013,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0056.md,image_evidence_notes/sersan_practice_08_orb_img_0056.md,medium,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_08_orb,sersan_practice_08_orb_img_0057,../02_workshops/18-practice-08/img/062.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/18-practice-08/img/062.png,resolved_direct,sersan_practice_08_orb_sec_0013,platform_settings,true,false,false,true,image_evidence_notes/sersan_practice_08_orb_img_0057.md,image_evidence_notes/sersan_practice_08_orb_img_0057.md,medium,true,automated contextual image reading; numeric OCR not performed
