contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_040,../02_workshops/12-practice-02/img/040.png,02_workshops/12-practice-02/img/040.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_041,../02_workshops/12-practice-02/img/041.png,02_workshops/12-practice-02/img/041.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_042,../02_workshops/12-practice-02/img/042.png,02_workshops/12-practice-02/img/042.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_043,../02_workshops/12-practice-02/img/043.png,02_workshops/12-practice-02/img/043.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_044,../02_workshops/12-practice-02/img/044.png,02_workshops/12-practice-02/img/044.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_045,../02_workshops/12-practice-02/img/045.png,02_workshops/12-practice-02/img/045.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_046,../02_workshops/12-practice-02/img/046.png,02_workshops/12-practice-02/img/046.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_047,../02_workshops/12-practice-02/img/047.png,02_workshops/12-practice-02/img/047.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_048,../02_workshops/12-practice-02/img/048.png,02_workshops/12-practice-02/img/048.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_049,../02_workshops/12-practice-02/img/049.png,02_workshops/12-practice-02/img/049.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_050,../02_workshops/12-practice-02/img/050.png,02_workshops/12-practice-02/img/050.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_051,../02_workshops/12-practice-02/img/051.png,02_workshops/12-practice-02/img/051.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_052,../02_workshops/12-practice-02/img/052.png,02_workshops/12-practice-02/img/052.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_053,../02_workshops/12-practice-02/img/053.png,02_workshops/12-practice-02/img/053.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_054,../02_workshops/12-practice-02/img/054.png,02_workshops/12-practice-02/img/054.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_055,../02_workshops/12-practice-02/img/055.png,02_workshops/12-practice-02/img/055.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_056,../02_workshops/12-practice-02/img/056.png,02_workshops/12-practice-02/img/056.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_057,../02_workshops/12-practice-02/img/057.png,02_workshops/12-practice-02/img/057.png,resolved_direct,sersan_practice_02_donchain_sec_0008,portfolio_report,true,false,true,false,image_evidence_notes/sersan_practice_02_donchain_img_057.md,image_evidence_notes/sersan_practice_02_donchain_img_057.md,high,false,Distribucion de P/L por simbolo en Nasdaq100; valida que el resultado multi-asset no depende de un unico ticker.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_058,../02_workshops/12-practice-02/img/058.png,02_workshops/12-practice-02/img/058.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,true,false,false,false,image_evidence_notes/sersan_practice_02_donchain_img_058.md,image_evidence_notes/sersan_practice_02_donchain_img_058.md,critical,true,"Resumen multi-asset con numero grande de operaciones, win rate y profit factor cercano a 1."
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_059,../02_workshops/12-practice-02/img/059.png,02_workshops/12-practice-02/img/059.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_060,../02_workshops/12-practice-02/img/060.png,02_workshops/12-practice-02/img/060.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_055_ref_02,../02_workshops/12-practice-02/img/055.png,02_workshops/12-practice-02/img/055.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_063,../02_workshops/12-practice-02/img/063.png,02_workshops/12-practice-02/img/063.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_064,../02_workshops/12-practice-02/img/064.png,02_workshops/12-practice-02/img/064.png,resolved_direct,sersan_practice_02_donchain_sec_0008,equity_curve,true,false,true,false,image_evidence_notes/sersan_practice_02_donchain_img_064.md,image_evidence_notes/sersan_practice_02_donchain_img_064.md,high,false,"Curva de equity tras correccion de sizing; evidencia forma temporal del resultado, no solo resumen numerico."
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_065,../02_workshops/12-practice-02/img/065.png,02_workshops/12-practice-02/img/065.png,resolved_direct,sersan_practice_02_donchain_sec_0008,portfolio_report,true,false,true,false,image_evidence_notes/sersan_practice_02_donchain_img_065.md,image_evidence_notes/sersan_practice_02_donchain_img_065.md,high,false,Exposicion neta abierta tras correccion de sizing; muestra que la evaluacion debe controlar exposicion.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_066,../02_workshops/12-practice-02/img/066.png,02_workshops/12-practice-02/img/066.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_067,../02_workshops/12-practice-02/img/067.png,02_workshops/12-practice-02/img/067.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_068,../02_workshops/12-practice-02/img/068.png,02_workshops/12-practice-02/img/068.png,resolved_direct,sersan_practice_02_donchain_sec_0008,performance_report,false,false,true,false,,,low,false,Imagen indexada estructuralmente; no se promueve como evidencia doctrinal en este piloto.
sersan_image_evidence_index_v0_1,sersan_practice_02_donchain,sersan_practice_02_donchain_img_072,../02_workshops/12-practice-02/img/072.png,02_workshops/12-practice-02/img/072.png,resolved_direct,sersan_practice_02_donchain_sec_0010,concept_diagram,false,false,false,false,,image_evidence_notes/sersan_practice_02_donchain_img_072.md,critical,true,"Lista criterios de robustez: distribucion uniforme de trades, zonas de inputs amplias, rendimiento en varios mercados, rachas coherentes, muestra significativa y curva positiva estable."
