contract_version,lesson_id,image_id,source_ref,resolved_path,resolution_status,referenced_from_section_ids,visual_type,contains_numbers,contains_code,contains_chart,contains_platform_config,extracted_values_ref,technical_reading_ref,doctrine_relevance,requires_human_review,notes
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0001,../02_workshops/21-practice-11/img/000.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/000.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0001.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0001.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0012,../02_workshops/21-practice-11/img/008.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/008.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0012.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0012.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0013,../02_workshops/21-practice-11/img/010.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/010.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0013.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0013.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0014,../02_workshops/21-practice-11/img/012.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/012.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0014.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0014.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0015,../02_workshops/21-practice-11/img/013.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/013.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0015.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0015.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0016,../02_workshops/21-practice-11/img/011.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/011.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0016.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0016.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0017,../02_workshops/21-practice-11/img/014.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/014.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0017.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0017.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0018,../02_workshops/21-practice-11/img/015.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/015.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0004,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0018.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0018.md,high,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0019,../02_workshops/21-practice-11/img/016.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/016.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0019.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0019.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0020,../02_workshops/21-practice-11/img/018.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/018.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0020.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0020.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0021,../02_workshops/21-practice-11/img/019.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/019.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0021.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0021.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0022,../02_workshops/21-practice-11/img/020.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/020.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0022.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0022.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0023,../02_workshops/21-practice-11/img/021.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/021.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0023.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0023.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0024,../02_workshops/21-practice-11/img/022.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/022.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0005,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0024.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0024.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0025,../02_workshops/21-practice-11/img/024.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/024.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0006,drawdown_curve,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0025.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0025.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0026,../02_workshops/21-practice-11/img/025.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/025.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0026.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0026.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0027,../02_workshops/21-practice-11/img/027.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/027.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0027.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0027.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0028,../02_workshops/21-practice-11/img/028.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/028.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0028.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0028.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0029,../02_workshops/21-practice-11/img/029.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/029.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0029.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0029.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0030,../02_workshops/21-practice-11/img/030.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/030.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0030.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0030.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0031,../02_workshops/21-practice-11/img/031.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/031.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0031.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0031.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0032,../02_workshops/21-practice-11/img/032.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/032.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0032.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0032.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0033,../02_workshops/21-practice-11/img/033.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/033.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0033.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0033.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0034,../02_workshops/21-practice-11/img/034.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/034.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0034.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0034.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0035,../02_workshops/21-practice-11/img/035.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/035.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0035.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0035.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0036,../02_workshops/21-practice-11/img/036.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/036.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0036.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0036.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0037,../02_workshops/21-practice-11/img/038.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/038.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0037.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0037.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0038,../02_workshops/21-practice-11/img/039.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/039.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0038.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0038.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0039,../02_workshops/21-practice-11/img/040.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/040.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0039.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0039.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0040,../02_workshops/21-practice-11/img/041.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/041.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0040.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0040.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0041,../02_workshops/21-practice-11/img/042.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/042.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0041.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0041.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0042,../02_workshops/21-practice-11/img/043.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/043.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0042.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0042.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0043,../02_workshops/21-practice-11/img/044.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/044.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0043.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0043.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0044,../02_workshops/21-practice-11/img/048.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/048.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0044.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0044.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0045,../02_workshops/21-practice-11/img/049.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/049.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0045.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0045.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0046,../02_workshops/21-practice-11/img/050.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/050.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0046.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0046.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0047,../02_workshops/21-practice-11/img/051.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/051.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0047.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0047.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0048,../02_workshops/21-practice-11/img/052.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/052.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0048.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0048.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0049,../02_workshops/21-practice-11/img/053.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/053.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0007,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0049.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0049.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0050,../02_workshops/21-practice-11/img/057.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/057.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0009,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0050.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0050.md,critical,true,automated contextual image reading; numeric OCR not performed
sersan_image_evidence_index_v0_1,sersan_practice_11_bollinger_aberration,sersan_practice_11_bollinger_aberration_img_0051,../02_workshops/21-practice-11/img/056.png,00_CTO/99_REFERENCE_LIBRARY/SersanSistemas/02_workshops/21-practice-11/img/056.png,resolved_direct,sersan_practice_11_bollinger_aberration_sec_0009,optimization_map,true,false,true,false,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0051.md,image_evidence_notes/sersan_practice_11_bollinger_aberration_img_0051.md,critical,true,automated contextual image reading; numeric OCR not performed
